"","Var1","Freq"
"1915","광주광역시 서구 화운로220번길",9
"1916","광주광역시 서구 화운로230번길",2
"1917","광주광역시 서구 화운로23번길",17
"1918","광주광역시 서구 화운로303번길",4
"1919","광주광역시 서구 화운로304번길",17
"1920","광주광역시 서구 화운로314번길",1
"1921","광주광역시 서구 화운로323번길",1
"1922","광주광역시 서구 화운로83번길",4
"1923","광주광역시 서구 화운로99번길",5
"1924","광주광역시 서구 화정로",91
"1925","광주광역시 서구 화정로138번길",13
"1926","광주광역시 서구 화정로150번길",1
"1927","광주광역시 서구 화정로153번길",6
"1928","광주광역시 서구 화정로179번길",11
"1929","광주광역시 서구 화정로180번길",1
"1930","광주광역시 서구 화정로189번길",1
"1931","광주광역시 서구 화정로21번길",1
"1932","광주광역시 서구 화정로243번길",10
"1933","광주광역시 서구 화정로244번길",18
"1934","광주광역시 서구 화정로253번길",8
"1935","광주광역시 서구 화정로254번길",5
"1936","광주광역시 서구 화정로260번길",6
"1937","광주광역시 서구 화정로271번길",2
"1938","광주광역시 서구 화정로276번길",2
"1939","광주광역시 서구 화정로279번길",1
"1940","광주광역시 서구 화정로293번길",2
"1941","광주광역시 서구 화정로294번길",1
"1942","광주광역시 서구 화정로309번길",18
"1943","광주광역시 서구 화정로310번길",2
"1944","광주광역시 서구 화정로78번길",3
"1945","광주광역시 서구 화정로85번길",8
"1946","광주광역시 서구 회산길",2
"1947","광주광역시 서구 회재로",42
"1948","광주광역시 서구 회재유통길",8
